,word,occurrences,percentile,pinyin,definition,back
5302,事儿,1827,0.9880882104908079,shìér,"one's employment<br/>business<br/>matter that needs to be settled<br/>erhua variant of 事[shi4]<br/>CL:件[jian4],樁|桩[zhuang1]","<b>shìér</b><br/>one's employment<br/>business<br/>matter that needs to be settled<br/>erhua variant of 事[shi4]<br/>CL:件[jian4],樁|桩[zhuang1]"
1654,斤,1824,0.9880776690841626,jīn,catty<br/>weight equal to 0.5 kg<br/>(Tw) weight equal to 0.6 kg,<b>jīn</b><br/>catty<br/>weight equal to 0.5 kg<br/>(Tw) weight equal to 0.6 kg
4167,分享,1821,0.9880618569741947,fēnxiǎng,to share (let others have some of sth good),<b>fēnxiǎng</b><br/>to share (let others have some of sth good)
1953,下周,1821,0.9880618569741947,xiàzhōu,next week,<b>xiàzhōu</b><br/>next week
1544,良心,1820,0.9880460448642266,liángxīn,conscience,<b>liángxīn</b><br/>conscience
1786,百姓,1816,0.9880302327542587,bǎixìng,common people,<b>bǎixìng</b><br/>common people
1316,饱,1816,0.9880302327542587,bǎo,to eat till full<br/>satisfied,<b>bǎo</b><br/>to eat till full<br/>satisfied
5367,挖,1815,0.9880144206442908,wā,to dig<br/>to excavate<br/>to scoop out,<b>wā</b><br/>to dig<br/>to excavate<br/>to scoop out
3374,练,1814,0.9879986085343229,liàn,to practice<br/>to train<br/>to drill<br/>to perfect (one's skill)<br/>exercise,<b>liàn</b><br/>to practice<br/>to train<br/>to drill<br/>to perfect (one's skill)<br/>exercise
927,身材,1814,0.9879986085343229,shēncái,stature<br/>build (height and weight)<br/>figure,<b>shēncái</b><br/>stature<br/>build (height and weight)<br/>figure
1030,吹,1812,0.9879775257210323,chūi,to blow<br/>to play a wind instrument<br/>to blast<br/>to puff<br/>to boast<br/>to brag<br/>to end in failure<br/>to fall through,<b>chūi</b><br/>to blow<br/>to play a wind instrument<br/>to blast<br/>to puff<br/>to boast<br/>to brag<br/>to end in failure<br/>to fall through
2000,姐妹,1812,0.9879775257210323,jiěmèi,"sisters<br/>siblings<br/>sister (school, city etc)","<b>jiěmèi</b><br/>sisters<br/>siblings<br/>sister (school, city etc)"
459,市场,1810,0.9879617136110642,shìcháng,marketplace<br/>market (also in abstract),<b>shìcháng</b><br/>marketplace<br/>market (also in abstract)
2310,没错,1809,0.987951172204419,méicuò,that's right<br/>sure!<br/>rest assured!<br/>that's good<br/>can't go wrong,<b>méicuò</b><br/>that's right<br/>sure!<br/>rest assured!<br/>that's good<br/>can't go wrong
2681,颜色,1807,0.987935360094451,yánsè,color<br/>countenance<br/>appearance<br/>facial expression<br/>pigment<br/>dyestuff,<b>yánsè</b><br/>color<br/>countenance<br/>appearance<br/>facial expression<br/>pigment<br/>dyestuff
2566,觉,1807,0.987935360094451,jué,to feel<br/>to find that<br/>thinking<br/>awake<br/>aware,<b>jué</b><br/>to feel<br/>to find that<br/>thinking<br/>awake<br/>aware
4386,相,1806,0.987919547984483,xiāng,"appearance<br/>portrait<br/>picture<br/>government minister<br/>(physics) phase<br/>(literary) to appraise (esp. by scrutinizing physical features)<br/>to read sb's fortune (by physiognomy, palmistry etc)","<b>xiāng</b><br/>appearance<br/>portrait<br/>picture<br/>government minister<br/>(physics) phase<br/>(literary) to appraise (esp. by scrutinizing physical features)<br/>to read sb's fortune (by physiognomy, palmistry etc)"
980,强大,1805,0.9879037358745151,qiángdà,large<br/>formidable<br/>powerful<br/>strong,<b>qiángdà</b><br/>large<br/>formidable<br/>powerful<br/>strong
693,证明,1805,0.9879037358745151,zhèngmíng,proof<br/>certificate<br/>identification<br/>testimonial<br/>CL:個|个[ge4]<br/>to prove<br/>to testify<br/>to confirm the truth of,<b>zhèngmíng</b><br/>proof<br/>certificate<br/>identification<br/>testimonial<br/>CL:個|个[ge4]<br/>to prove<br/>to testify<br/>to confirm the truth of
1453,愿意,1804,0.9878826530612245,yuànyì,to wish<br/>to want<br/>ready<br/>willing (to do sth),<b>yuànyì</b><br/>to wish<br/>to want<br/>ready<br/>willing (to do sth)
1511,团,1804,0.9878826530612245,tuán,dumpling,<b>tuán</b><br/>dumpling
320,眼泪,1801,0.9878668409512565,yǎnlèi,tears<br/>crying<br/>CL:滴[di1],<b>yǎnlèi</b><br/>tears<br/>crying<br/>CL:滴[di1]
1217,单位,1799,0.9878562995446112,dānwèi,"unit (of measure)<br/>unit (group of people as a whole)<br/>work unit (place of employment, esp. in the PRC prior to economic reform)<br/>CL:個|个[ge4]","<b>dānwèi</b><br/>unit (of measure)<br/>unit (group of people as a whole)<br/>work unit (place of employment, esp. in the PRC prior to economic reform)<br/>CL:個|个[ge4]"
2464,戴,1794,0.9878457581379659,dài,"to put on or wear (glasses, hat, gloves etc)<br/>to respect<br/>to bear<br/>to support","<b>dài</b><br/>to put on or wear (glasses, hat, gloves etc)<br/>to respect<br/>to bear<br/>to support"
4708,目前,1792,0.987829946027998,mùqián,at the present time<br/>currently,<b>mùqián</b><br/>at the present time<br/>currently
2612,赶,1792,0.987829946027998,gǎn,to overtake<br/>to catch up with<br/>to hurry<br/>to rush<br/>to try to catch (the bus etc)<br/>to drive (cattle etc) forward<br/>to drive (sb) away<br/>to avail oneself of (an opportunity)<br/>until,<b>gǎn</b><br/>to overtake<br/>to catch up with<br/>to hurry<br/>to rush<br/>to try to catch (the bus etc)<br/>to drive (cattle etc) forward<br/>to drive (sb) away<br/>to avail oneself of (an opportunity)<br/>until
2278,电,1790,0.9878088632147074,diàn,electric<br/>electricity<br/>electrical,<b>diàn</b><br/>electric<br/>electricity<br/>electrical
3389,深圳,1790,0.9878088632147074,shēnzhèn,"Shenzhen subprovincial city in Guangdong, special economic zone close to Hong Kong","<b>shēnzhèn</b><br/>Shenzhen subprovincial city in Guangdong, special economic zone close to Hong Kong"
791,发展,1788,0.9877930511047394,fāzhǎn,development<br/>growth<br/>to develop<br/>to grow<br/>to expand,<b>fāzhǎn</b><br/>development<br/>growth<br/>to develop<br/>to grow<br/>to expand
3900,礼物,1787,0.9877825096980941,lǐwù,"gift<br/>present<br/>CL:件[jian4],個|个[ge4],份[fen4]","<b>lǐwù</b><br/>gift<br/>present<br/>CL:件[jian4],個|个[ge4],份[fen4]"
1198,改变,1784,0.9877719682914489,gǎibiàn,to change<br/>to alter<br/>to transform,<b>gǎibiàn</b><br/>to change<br/>to alter<br/>to transform
4242,嫁,1781,0.9877614268848035,jià,(of a woman) to marry<br/>to marry off a daughter<br/>to shift (blame etc),<b>jià</b><br/>(of a woman) to marry<br/>to marry off a daughter<br/>to shift (blame etc)
4736,老人,1777,0.9877508854781583,lǎorén,old man or woman<br/>the elderly<br/>one's aged parents or grandparents,<b>lǎorén</b><br/>old man or woman<br/>the elderly<br/>one's aged parents or grandparents
2960,至少,1776,0.9877403440715129,zhìshǎo,at least<br/>(to say the) least,<b>zhìshǎo</b><br/>at least<br/>(to say the) least
1814,元,1774,0.9877298026648677,yuán,currency unit (esp. Chinese yuan)<br/>first<br/>original<br/>primary<br/>fundamental<br/>constituent<br/>part<br/>era (of a reign)<br/>(math.) argument<br/>variable<br/>(Tw) (geology) eon,<b>yuán</b><br/>currency unit (esp. Chinese yuan)<br/>first<br/>original<br/>primary<br/>fundamental<br/>constituent<br/>part<br/>era (of a reign)<br/>(math.) argument<br/>variable<br/>(Tw) (geology) eon
2909,香,1773,0.9877192612582223,xiāng,fragrant<br/>sweet smelling<br/>aromatic<br/>savory or appetizing<br/>(to eat) with relish<br/>(of sleep) sound<br/>perfume or spice<br/>joss or incense stick<br/>CL:根[gen1],<b>xiāng</b><br/>fragrant<br/>sweet smelling<br/>aromatic<br/>savory or appetizing<br/>(to eat) with relish<br/>(of sleep) sound<br/>perfume or spice<br/>joss or incense stick<br/>CL:根[gen1]
4501,同志,1772,0.987708719851577,tóngzhì,comrade<br/>(slang) homosexual<br/>CL:個|个[ge4],<b>tóngzhì</b><br/>comrade<br/>(slang) homosexual<br/>CL:個|个[ge4]
7157,解决,1768,0.9876981784449317,jiějué,to settle (a dispute)<br/>to resolve<br/>to solve<br/>to dispose of<br/>to dispatch,<b>jiějué</b><br/>to settle (a dispute)<br/>to resolve<br/>to solve<br/>to dispose of<br/>to dispatch
1026,再说,1766,0.9876876370382864,zàishuō,to say again<br/>to put off a discussion until later<br/>moreover<br/>what's more<br/>besides,<b>zàishuō</b><br/>to say again<br/>to put off a discussion until later<br/>moreover<br/>what's more<br/>besides
100,或,1764,0.9876718249283184,huò,maybe<br/>perhaps<br/>might<br/>possibly<br/>or,<b>huò</b><br/>maybe<br/>perhaps<br/>might<br/>possibly<br/>or
1087,属于,1764,0.9876718249283184,shǔyú,to be classified as<br/>to belong to<br/>to be part of,<b>shǔyú</b><br/>to be classified as<br/>to belong to<br/>to be part of
1800,乃,1755,0.9876560128183505,nǎi,variant of 乃[nai3],<b>nǎi</b><br/>variant of 乃[nai3]
1451,警察,1752,0.9876454714117052,jǐngchá,police<br/>police officer<br/>CL:個|个[ge4],<b>jǐngchá</b><br/>police<br/>police officer<br/>CL:個|个[ge4]
5348,线,1749,0.9876296593017372,xiàn,"thread<br/>string<br/>wire<br/>line<br/>CL:條|条[tiao2],股[gu3],根[gen1]","<b>xiàn</b><br/>thread<br/>string<br/>wire<br/>line<br/>CL:條|条[tiao2],股[gu3],根[gen1]"
5417,法,1749,0.9876296593017372,fǎ,old variant of 法[fa3]<br/>law,<b>fǎ</b><br/>old variant of 法[fa3]<br/>law
1315,原因,1748,0.9876138471917693,yuányīn,cause<br/>origin<br/>root cause<br/>reason<br/>CL:個|个[ge4],<b>yuányīn</b><br/>cause<br/>origin<br/>root cause<br/>reason<br/>CL:個|个[ge4]
7016,地址,1746,0.987603305785124,dìzhǐ,address<br/>CL:個|个[ge4],<b>dìzhǐ</b><br/>address<br/>CL:個|个[ge4]
3159,围观,1743,0.9875927643784786,wéiguān,to stand in a circle and watch,<b>wéiguān</b><br/>to stand in a circle and watch
1,九,1740,0.9875822229718334,jǐu,nine<br/>9,<b>jǐu</b><br/>nine<br/>9
2135,清,1738,0.987571681565188,qīng,clear<br/>distinct<br/>quiet<br/>just and honest<br/>pure<br/>to settle or clear up<br/>to clean up or purge,<b>qīng</b><br/>clear<br/>distinct<br/>quiet<br/>just and honest<br/>pure<br/>to settle or clear up<br/>to clean up or purge
511,动物,1736,0.9875611401585428,dòngwù,"animal<br/>CL:隻|只[zhi1],群[qun2],個|个[ge4]","<b>dòngwù</b><br/>animal<br/>CL:隻|只[zhi1],群[qun2],個|个[ge4]"
1678,要么,1735,0.9875505987518974,yàoyāo,or<br/>either one or the other,<b>yàoyāo</b><br/>or<br/>either one or the other
2046,果,1732,0.9875400573452522,guǒ,variant of 果[guo3]<br/>fruit,<b>guǒ</b><br/>variant of 果[guo3]<br/>fruit
356,金,1725,0.9875295159386068,jīn,gold<br/>chemical element Au<br/>generic term for lustrous and ductile metals<br/>money<br/>golden<br/>highly respected<br/>one of the eight ancient musical instruments 八音[ba1 yin1],<b>jīn</b><br/>gold<br/>chemical element Au<br/>generic term for lustrous and ductile metals<br/>money<br/>golden<br/>highly respected<br/>one of the eight ancient musical instruments 八音[ba1 yin1]
1016,国庆,1723,0.9875189745319616,guóqìng,National Day,<b>guóqìng</b><br/>National Day
3757,房,1719,0.9875031624219935,fáng,house<br/>room<br/>CL:間|间[jian1]<br/>branch of an extended family<br/>classifier for family members (or concubines),<b>fáng</b><br/>house<br/>room<br/>CL:間|间[jian1]<br/>branch of an extended family<br/>classifier for family members (or concubines)
1843,得了,1719,0.9875031624219935,déle,"(emphatically, in rhetorical questions) possible","<b>déle</b><br/>(emphatically, in rhetorical questions) possible"
2761,进去,1716,0.9874873503120256,jìnqù,to go in,<b>jìnqù</b><br/>to go in
8191,网上,1714,0.9874768089053804,wǎngshàng,online,<b>wǎngshàng</b><br/>online
1860,队,1706,0.987466267498735,dùi,squadron<br/>team<br/>group<br/>CL:個|个[ge4],<b>dùi</b><br/>squadron<br/>team<br/>group<br/>CL:個|个[ge4]
1880,方便,1705,0.9874504553887671,fāngbiàn,convenient<br/>suitable<br/>to facilitate<br/>to make things easy<br/>having money to spare<br/>(euphemism) to relieve oneself,<b>fāngbiàn</b><br/>convenient<br/>suitable<br/>to facilitate<br/>to make things easy<br/>having money to spare<br/>(euphemism) to relieve oneself
1071,侬,1705,0.9874504553887671,nóng,"you (Wu dialect)<br/>I, me (classical)","<b>nóng</b><br/>you (Wu dialect)<br/>I, me (classical)"
1101,醉,1704,0.9874346432787992,zùi,intoxicated,<b>zùi</b><br/>intoxicated
880,大叔,1700,0.9874188311688312,dàshū,eldest of father's younger brothers<br/>uncle (term used to address a man about the age of one's father),<b>dàshū</b><br/>eldest of father's younger brothers<br/>uncle (term used to address a man about the age of one's father)
2239,汤,1700,0.9874188311688312,tāng,soup<br/>hot or boiling water<br/>decoction of medicinal herbs<br/>water in which sth has been boiled,<b>tāng</b><br/>soup<br/>hot or boiling water<br/>decoction of medicinal herbs<br/>water in which sth has been boiled
380,咱俩,1696,0.9873977483555406,zánliǎ,the two of us,<b>zánliǎ</b><br/>the two of us
944,上面,1696,0.9873977483555406,shàngmiàn,on top of<br/>above-mentioned,<b>shàngmiàn</b><br/>on top of<br/>above-mentioned
2322,杂,1695,0.9873819362455726,zá,mixed<br/>miscellaneous<br/>various<br/>to mix,<b>zá</b><br/>mixed<br/>miscellaneous<br/>various<br/>to mix
905,音乐,1694,0.9873661241356047,yīnlè,"music<br/>CL:張|张[zhang1],曲[qu3],段[duan4]","<b>yīnlè</b><br/>music<br/>CL:張|张[zhang1],曲[qu3],段[duan4]"
2578,心理,1694,0.9873661241356047,xīnlǐ,mental<br/>psychological,<b>xīnlǐ</b><br/>mental<br/>psychological
1506,打击,1692,0.9873503120256367,dǎjí,to hit<br/>to strike<br/>to attack<br/>to crack down on sth<br/>blow<br/>(psychological) shock<br/>percussion (music),<b>dǎjí</b><br/>to hit<br/>to strike<br/>to attack<br/>to crack down on sth<br/>blow<br/>(psychological) shock<br/>percussion (music)
3121,聊,1691,0.9873397706189914,liáo,to chat<br/>to depend upon (literary)<br/>temporarily<br/>just<br/>slightly,<b>liáo</b><br/>to chat<br/>to depend upon (literary)<br/>temporarily<br/>just<br/>slightly
3012,真正,1689,0.9873292292123461,zhēnzhèng,genuine<br/>real<br/>true<br/>genuinely,<b>zhēnzhèng</b><br/>genuine<br/>real<br/>true<br/>genuinely
615,咁,1684,0.9873186878057008,咁,so (Cantonese)<br/>Mandarin equivalent: 這樣|这样[zhe4 yang4],<b>咁</b><br/>so (Cantonese)<br/>Mandarin equivalent: 這樣|这样[zhe4 yang4]
1077,间,1679,0.9873081463990555,jiān,gap<br/>to separate<br/>to thin out (seedlings)<br/>to sow discontent,<b>jiān</b><br/>gap<br/>to separate<br/>to thin out (seedlings)<br/>to sow discontent
5016,国,1678,0.9872976049924101,guó,country<br/>nation<br/>state<br/>national<br/>CL:個|个[ge4],<b>guó</b><br/>country<br/>nation<br/>state<br/>national<br/>CL:個|个[ge4]
2961,悲哀,1677,0.9872870635857649,bēiāi,grieved<br/>sorrowful,<b>bēiāi</b><br/>grieved<br/>sorrowful
141,皮,1673,0.987271251475797,pí,leather<br/>skin<br/>fur<br/>CL:張|张[zhang1]<br/>pico- (one trillionth)<br/>naughty,<b>pí</b><br/>leather<br/>skin<br/>fur<br/>CL:張|张[zhang1]<br/>pico- (one trillionth)<br/>naughty
3485,查,1673,0.987271251475797,chá,see 山查[shan1 zha1],<b>chá</b><br/>see 山查[shan1 zha1]
2159,嘞,1672,0.9872554393658289,lei,"sentence-final particle similar to 了[le5], but carrying a tone of approval","<b>lei</b><br/>sentence-final particle similar to 了[le5], but carrying a tone of approval"
1741,前面,1671,0.9872448979591837,qiánmiàn,ahead<br/>in front<br/>preceding<br/>above,<b>qiánmiàn</b><br/>ahead<br/>in front<br/>preceding<br/>above
649,圈,1666,0.9872343565525383,quān,"circle<br/>ring<br/>loop<br/>classifier for loops, orbits, laps of race etc<br/>CL:個|个[ge4]<br/>to surround<br/>to circle","<b>quān</b><br/>circle<br/>ring<br/>loop<br/>classifier for loops, orbits, laps of race etc<br/>CL:個|个[ge4]<br/>to surround<br/>to circle"
3212,品,1665,0.9872238151458931,pǐn,article<br/>commodity<br/>product<br/>goods<br/>kind<br/>grade<br/>rank<br/>character<br/>disposition<br/>nature<br/>temperament<br/>variety<br/>to taste sth<br/>to sample<br/>to criticize<br/>to comment<br/>to judge<br/>to size up,<b>pǐn</b><br/>article<br/>commodity<br/>product<br/>goods<br/>kind<br/>grade<br/>rank<br/>character<br/>disposition<br/>nature<br/>temperament<br/>variety<br/>to taste sth<br/>to sample<br/>to criticize<br/>to comment<br/>to judge<br/>to size up
4245,倒是,1664,0.9872132737392477,dǎoshì,contrary to what one might expect<br/>actually<br/>contrariwise<br/>why don't you,<b>dǎoshì</b><br/>contrary to what one might expect<br/>actually<br/>contrariwise<br/>why don't you
5379,太阳,1663,0.9871974616292798,tàiyáng,sun<br/>CL:個|个[ge4]<br/>abbr. for 太陽穴|太阳穴[tai4 yang2 xue2],<b>tàiyáng</b><br/>sun<br/>CL:個|个[ge4]<br/>abbr. for 太陽穴|太阳穴[tai4 yang2 xue2]
639,何,1663,0.9871974616292798,hé,what<br/>how<br/>why<br/>which<br/>carry,<b>hé</b><br/>what<br/>how<br/>why<br/>which<br/>carry
3279,比赛,1662,0.9871816495193119,bǐsài,"competition (sports etc)<br/>match<br/>CL:場|场[chang3],次[ci4]","<b>bǐsài</b><br/>competition (sports etc)<br/>match<br/>CL:場|场[chang3],次[ci4]"
3543,媒体,1656,0.9871711081126665,méitǐ,"media, esp. news media","<b>méitǐ</b><br/>media, esp. news media"
4042,几时,1655,0.9871605667060213,jīshí,what time?<br/>when?,<b>jīshí</b><br/>what time?<br/>when?
5063,操,1651,0.9871447545960533,cāo,variant of 肏[cao4],<b>cāo</b><br/>variant of 肏[cao4]
1716,道,1651,0.9871447545960533,dào,"road<br/>path<br/>CL:條|条[tiao2],股[gu3]<br/>principle<br/>truth<br/>morality<br/>reason<br/>skill<br/>method<br/>Dao (of Daoism)<br/>to say<br/>to speak<br/>to talk<br/>classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process<br/>(old) administrative division (similar to province in Tang times)","<b>dào</b><br/>road<br/>path<br/>CL:條|条[tiao2],股[gu3]<br/>principle<br/>truth<br/>morality<br/>reason<br/>skill<br/>method<br/>Dao (of Daoism)<br/>to say<br/>to speak<br/>to talk<br/>classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process<br/>(old) administrative division (similar to province in Tang times)"
2734,泡,1650,0.9871289424860853,pào,bubble<br/>foam<br/>blister (i.e. skin bubble)<br/>to soak<br/>to steep<br/>to infuse<br/>to dawdle<br/>to shilly-shally<br/>to hang about<br/>to pick up (a girl)<br/>to get off with (a sexual partner)<br/>classifier for occurrences of an action<br/>classifier for number of infusions,<b>pào</b><br/>bubble<br/>foam<br/>blister (i.e. skin bubble)<br/>to soak<br/>to steep<br/>to infuse<br/>to dawdle<br/>to shilly-shally<br/>to hang about<br/>to pick up (a girl)<br/>to get off with (a sexual partner)<br/>classifier for occurrences of an action<br/>classifier for number of infusions
